,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,Cluster,ClusterName,FlavorCluster,VarietyFamily,ProcessingGroup
534,Arabica,consejo salvadoreño del café,El Salvador,santa josefita,1-198,beneficio cuzcachapa,09-030-273,soc. coop. cuzcachapa de r.l.,1350,中南米,"Balcanes Coffee Estates, S.A. de C.V.",100,69 kg,Salvadoran Coffee Council,2017,"August 28th, 2017",Consejo Salvadoreño del Café,Bourbon,Washed / Wet,7.5,7.5,7.75,7.58,7.92,7.83,10.0,10.0,9.33,7.5,82.92,0.0,0,0.0,Green,1,"August 28th, 2018",Salvadoran Coffee Council,3d4987e3b91399dbb3938b5bdf53893b6ef45be1,27b21e368fb8291cbea02c60623fe6c98f84524d,m,1350.0,1350.0,1350.0,2,コク・バランス系,コク・バランス系,Bourbon系,ウォッシュド
535,Arabica,racafe & cia s.c.a,Colombia,,3-37-4468,bogota,3-37-4468,racafe & cia s.c.a,1500,中南米,,129,70 kg,Almacafé,2017,"July 7th, 2017",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.58,7.67,7.5,7.33,7.67,7.58,10.0,10.0,10.0,7.58,82.92,0.11,0,0.0,Green,1,"July 7th, 2018",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1500.0,1500.0,1500.0,0,酸味系,香り系,Bourbon系,ウォッシュド
536,Arabica,"lin, che-hao krude 林哲豪",Taiwan,shi fang yuan 十方源,2016 Tainan Coffee Cupping Event Micro Lot 臺南市咖啡評鑑批次,shi fang yuan 十方源,Taiwan,taiwan coffee laboratory,350,アジア太平洋,Wang Chao Yung 王超永,10,20 kg,Specialty Coffee Association,2016,"June 28th, 2016","Lin, Che-Hao Krude 林哲豪",Caturra,Natural / Dry,7.17,7.83,7.25,7.67,7.67,7.58,10.0,10.0,10.0,7.75,82.92,0.09,31,0.0,Green,0,"June 28th, 2017",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,350.0,350.0,350.0,1,バランス系,酸味系,Bourbon系,ナチュラル
537,Arabica,cqi taiwan icp cqi台灣合作夥伴,Ethiopia,-,none,,010/0357/0085,belayneh kindie,2000,アフリカ,-,250,60 kg,Blossom Valley International,2016,"February 26th, 2016",CQI Taiwan ICP CQI台灣合作夥伴,Ethiopian Heirlooms,Washed / Wet,7.58,7.58,7.5,7.5,7.58,7.58,10.0,10.0,10.0,7.58,82.92,0.0,1,0.0,Bluish-Green,20,"February 25th, 2017",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,2000.0,2000.0,2000.0,2,コク・バランス系,コク・バランス系,その他,ウォッシュド
538,Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,佐佑品咖啡莊園,,誼鎂有限公司,123,宸嶧國際,775,アジア太平洋,許文郎,11,2 kg,Blossom Valley International,2014,"September 7th, 2015",CQI Taiwan ICP CQI台灣合作夥伴,Typica,Natural / Dry,7.5,7.58,7.67,7.33,7.5,7.75,10.0,10.0,10.0,7.58,82.92,0.0,0,0.0,Green,9,"September 6th, 2016",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,775.0,775.0,775.0,2,コク・バランス系,コク・バランス系,Typica系,ナチュラル
539,Arabica,renee a. perrine,Philippines,kalugmanan agri development corp.,,kalugmanan agri development corp.,444,hineleban foundation,1200 masl,アジア太平洋,Hineleban Foundation,250,2 kg,Torch Coffee Lab Yunnan,2015,"July 31st, 2015",Renee A. Perrine,Other,Washed / Wet,7.58,7.58,7.67,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.92,0.11,0,0.0,Blue-Green,1,"July 30th, 2016",Torch Coffee Lab Yunnan,280c299bf8f7e7bd526e0fc5e1d209b361120d7f,2ce3fe88323f4b924d3a0a84f6d5ae006a091256,m,1200.0,1200.0,1200.0,0,酸味系,香り系,その他,ウォッシュド
540,Arabica,zarah zamora perez,Philippines,"several, bukidnon, mindanao, philippines",,ephemera traders,,ephemera traders,1600 + meters above sea level,アジア太平洋,Ephemera Traders,4,2 kg,Specialty Coffee Association,2014,"July 21st, 2015",Zarah Zamora Perez,Other,Washed / Wet,8.08,7.5,7.67,7.42,7.33,7.5,10.0,10.0,10.0,7.42,82.92,0.0,0,0.0,Bluish-Green,0,"July 20th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1600.0,1600.0,1600.0,0,酸味系,香り系,その他,ウォッシュド
541,Arabica,productos y servicios chilindron s.a. de c.v.,Mexico,pinzoneno,,la yerba,4,productos y servicios chilindron s.a. de c.v.,1059,中南米,Catalina Rodriguez Mayorga,11,2 kg,Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,2015,"July 14th, 2015",PRODUCTOS Y SERVICIOS CHILINDRON S.A. DE C.V.,Typica,Natural / Dry,7.83,7.67,7.25,7.58,7.5,7.5,10.0,10.0,10.0,7.58,82.92,0.13,0,0.0,Blue-Green,3,"July 13th, 2016",Asociación Mexicana De Cafés y Cafeterías De Especialidad A.C.,3441698871fa609a44ce947e8944ee42eb4428b9,9894541e8065ee718165a1d432389d114defc38c,m,1059.0,1059.0,1059.0,1,バランス系,酸味系,Typica系,ナチュラル
542,Arabica,andrew bowman,Mexico,fiech (mixed producers),,,16,"tony's coffee and teas, inc.",1300 meters,中南米,FIECH,275,2 kg,Specialty Coffee Association,2015,"June 11th, 2015",Andrew Bowman,Bourbon,Washed / Wet,7.75,7.67,7.42,7.42,7.75,7.5,10.0,10.0,10.0,7.42,82.92,0.12,2,0.0,Bluish-Green,8,"June 10th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1300.0,1300.0,1300.0,1,バランス系,酸味系,Bourbon系,ウォッシュド
543,Arabica,expocaccer coop dos cafeic do cerrado ltda,Brazil,fazenda pantano,,,999,expocaccer,11000 metros,中南米,GERSON NAIMEG,300,2 kg,Brazil Specialty Coffee Association,2014/2015,"August 15th, 2014",Expocaccer Coop dos Cafeic do Cerrado Ltda,Moka Peaberry,Semi-washed / Semi-pulped,7.08,7.5,7.5,7.83,7.75,7.67,10.0,10.0,10.0,7.58,82.92,0.11,0,0.0,Green,16,"August 15th, 2015",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,11000.0,11000.0,11000.0,2,コク・バランス系,コク・バランス系,その他,セミウォッシュド
544,Arabica,kawacom uganda ltd,Uganda,sipi organic coffee project,,kawacom,0,kawacom uganda ltd,1400-1900,アフリカ,Sipi organic coffee project,1,60 kg,Uganda Coffee Development Authority,2013,"June 27th, 2014",Kawacom Uganda LTD,SL14,Washed / Wet,8.0,7.5,7.5,7.58,7.33,7.42,10.0,10.0,10.0,7.58,82.92,0.12,0,0.0,Green,0,"June 27th, 2015",Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1400.0,1900.0,1650.0,1,バランス系,酸味系,Typica系,ウォッシュド
545,Arabica,nyapea coffee farmers association,Uganda,nyapea coffee farmers,,nyapea,0,nyapea coffee farmers association,1400,アフリカ,Nyapea coffee farmers association,1,60 kg,Uganda Coffee Development Authority,2013,"June 27th, 2014",Nyapea coffee farmers association,SL14,Washed / Wet,7.75,7.58,7.58,7.5,7.5,7.5,10.0,10.0,10.0,7.5,82.92,0.12,0,0.0,Green,4,"June 27th, 2015",Uganda Coffee Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m,1400.0,1400.0,1400.0,0,酸味系,香り系,Typica系,ウォッシュド
546,Arabica,juan luis alvarado romero,Guatemala,finca medina,,beneficio siembras vision (154),11-11711-27,"siembras vision, s.a.",1500 msnm,中南米,"SIEMBRAS VISION, S.A.",250,69 kg,Asociacion Nacional Del Café,2014,"April 3rd, 2014",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.75,7.5,7.42,7.58,7.67,7.5,10.0,10.0,10.0,7.5,82.92,0.1,0,0.0,Green,1,"April 3rd, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1500.0,1500.0,1500.0,1,バランス系,酸味系,Bourbon系,ウォッシュド
547,Arabica,juan luis alvarado romero,Guatemala,finca medina,,beneficio siembras vision (154),11-11711-84 (S.V.S.A),"siembras vision, s.a.",1500 msnm,中南米,"SIEMBRAS VISIÓN, S.A.",26,69 kg,Asociacion Nacional Del Café,2014,"March 7th, 2014",Juan Luis Alvarado Romero,Caturra,Natural / Dry,7.67,7.83,7.42,7.5,7.33,7.5,10.0,10.0,10.0,7.67,82.92,0.1,0,0.0,Green,2,"March 7th, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1500.0,1500.0,1500.0,0,酸味系,香り系,Bourbon系,ナチュラル
548,Arabica,rob tuttle,Guatemala,,,,11-049-0093,thrive farmers,,中南米,,1,2 kg,Specialty Coffee Association,2012,"December 27th, 2013",Rob Tuttle,,Washed / Wet,7.58,7.58,7.25,7.58,7.58,7.58,10.0,10.0,10.0,7.75,82.92,0.1,0,0.0,Green,4,"December 27th, 2014",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,,,,1,バランス系,酸味系,その他,ウォッシュド
549,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-2864,racafe & cia s.c.a,1800 - 2000,中南米,,250,70 kg,Almacafé,2013,"September 13th, 2013",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.58,7.5,7.75,7.33,7.58,7.58,10.0,10.0,10.0,7.58,82.92,0.11,0,0.0,Green,2,"September 13th, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1800.0,2000.0,1900.0,2,コク・バランス系,コク・バランス系,Bourbon系,ウォッシュド
550,Arabica,exportadora de cafe condor s.a,Colombia,,,trilladora boananza,3-68-0145,exportadora de cafe condor s.a,1750 msnm,中南米,,250,70 kg,Almacafé,2013,"March 20th, 2013",Exportadora de Cafe Condor S.A,Caturra,Natural / Dry,7.75,7.5,7.25,7.5,7.75,7.5,10.0,10.0,10.0,7.67,82.92,0.0,0,0.0,Bluish-Green,0,"March 20th, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1750.0,1750.0,1750.0,1,バランス系,酸味系,Bourbon系,ナチュラル
551,Arabica,juan luis alvarado romero,Guatemala,finca los cerros y anexos,,beneficio exportacafe agua santa,11-52-492,exportcafe,5440-5760 metros,中南米,OTTONIEL VILLATORO LOPEZ,250,69 kg,Asociacion Nacional Del Café,2013,"March 11th, 2013",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.83,7.75,7.25,7.92,7.5,7.17,10.0,10.0,10.0,7.5,82.92,0.11,0,0.0,Green,2,"March 11th, 2014",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1658.112,1755.648,1706.88,1,バランス系,酸味系,Bourbon系,ウォッシュド
552,Arabica,olam agro colombia,Colombia,,,trilladora europa,3-259.0267,olam international ltd,1450,中南米,,250,70 kg,Almacafé,2013,"January 22nd, 2013",Olam Agro Colombia,Other,Washed / Wet,7.83,7.67,7.42,7.42,7.5,7.58,10.0,10.0,10.0,7.5,82.92,0.11,3,0.0,Green,5,"January 22nd, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1450.0,1450.0,1450.0,0,酸味系,香り系,その他,ウォッシュド
553,Arabica,maria guadalupe gomez anzo,Mexico,el regalito,,el regalito,0,,1248,中南米,MARIA GUADALUPE GOMEZ ANZO,15,1 kg,AMECAFE,2012,"July 26th, 2012",MARIA GUADALUPE GOMEZ ANZO,Typica,Natural / Dry,7.58,7.58,7.33,7.25,7.58,7.75,10.0,10.0,10.0,7.83,82.92,0.1,0,0.0,Green,4,"July 26th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1248.0,1248.0,1248.0,3,香り系,丸み系,Typica系,ナチュラル
554,Arabica,royal base corporation,Vietnam,"apollo co., ltd.",,"apollo co., ltd.",,royal base corporation,1040m,アジア太平洋,"Apollo Co., Ltd.",1,2 kg,Specialty Coffee Association,2012,"July 20th, 2012",Royal Base Corporation,Other,Natural / Dry,7.67,7.33,7.17,7.58,8.08,7.42,10.0,10.0,10.0,7.67,82.92,0.0,0,0.0,,17,"July 20th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1040.0,1040.0,1040.0,1,バランス系,酸味系,その他,ナチュラル
555,Arabica,veronica lopez castillejos,Mexico,el jabali,,comunidad la cumbre,1489,union de ejidos san fernando de ri,1400 m,中南米,WERCLEIN HERNANDEZ SERRANO ID.-1506728641,100,1 kg,AMECAFE,2012,"March 5th, 2012",VERONICA LOPEZ CASTILLEJOS,Typica,Washed / Wet,8.0,7.92,7.67,7.17,7.67,7.42,9.33,10.0,10.0,7.75,82.92,0.14,1,0.0,Green,4,"March 5th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1400.0,1400.0,1400.0,3,香り系,丸み系,Typica系,ウォッシュド
556,Arabica,kona pacific farmers cooperative,United States (Hawaii),,,,2200301,cqi,,アジア太平洋,,8,100 lbs,Specialty Coffee Association,2012,"February 23rd, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Washed / Wet,7.5,7.5,7.5,7.42,7.67,7.83,10.0,10.0,10.0,7.5,82.92,0.1,0,0.0,Green,0,"February 22nd, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft,,,,2,コク・バランス系,コク・バランス系,Typica系,ウォッシュド
557,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-2759,,1050 - 1850 msnm,中南米,,250,70 kg,Almacafé,Abril - Julio /2011,"July 19th, 2011",Racafe & Cia S.C.A,,,7.5,7.75,7.33,7.75,7.08,7.83,10.0,10.0,10.0,7.67,82.92,0.15,0,0.0,,0,"July 18th, 2012",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1050.0,1850.0,1450.0,1,バランス系,酸味系,その他,その他
558,Arabica,doi tung development project,Thailand,doi tung development project,,,,,,アジア太平洋,Doi Tung Development Project,2,1 lbs,Specialty Coffee Association,,"April 13th, 2010",Doi Tung Development Project,,,7.42,7.58,7.5,7.17,7.5,8.0,10.0,10.0,10.0,7.75,82.92,0.0,0,0.0,,0,"April 13th, 2011",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,,,,2,コク・バランス系,コク・バランス系,その他,その他
559,Arabica,jungle estate,Kenya,jungle estate,01NG011,nkg mills,,keremara limited,1754,アフリカ,KEREMARA LIMITED,27,50 kg,Kenya Coffee Traders Association,2017,"October 13th, 2017",Jungle Estate,SL28,Washed / Wet,7.75,7.58,7.42,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.83,0.1,0,0.0,Green,3,"October 13th, 2018",Kenya Coffee Traders Association,ccba45b89d859740b749878be8c6d16fbdb96c2e,d752c909a015f3c76224b3c5cc520f8a67afda74,m,1754.0,1754.0,1754.0,1,バランス系,酸味系,Typica系,ウォッシュド
560,Arabica,juan luis alvarado romero,Guatemala,piamonte,11/23/0513,beneficio ixchel,11/23/0513,"unex guatemala, s.a.",1700,中南米,JORGE LEAL,50,69 kg,Asociacion Nacional Del Café,2017,"June 22nd, 2017",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.5,7.58,7.33,7.67,7.58,7.58,10.0,10.0,10.0,7.58,82.83,0.11,1,1.0,Green,2,"June 22nd, 2018",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1700.0,1700.0,1700.0,1,バランス系,酸味系,Bourbon系,ウォッシュド
561,Arabica,ipanema coffees,Brazil,capoeirinha,259/15,dry mill,002/1660/0047,ipanema coffees,905,中南米,Ipanema Agricola,320,60 kg,Brazil Specialty Coffee Association,2015,"February 6th, 2017",Ipanema Coffees,Yellow Bourbon,Pulped natural / honey,7.67,7.58,7.58,7.5,7.5,7.42,10.0,10.0,10.0,7.58,82.83,0.11,0,2.0,Bluish-Green,2,"February 6th, 2018",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,905.0,905.0,905.0,0,酸味系,香り系,Bourbon系,ハニー
562,Arabica,consejo salvadoreño del café,El Salvador,el barbaro,1,santa adelaida,09-0488-1,consejo salvadoreño del café,1250,中南米,"El Barbaro, S.A. de C.V.",275,69 kg,Salvadoran Coffee Council,2016,"April 8th, 2016",Consejo Salvadoreño del Café,Pacas,Washed / Wet,7.33,7.67,7.67,7.83,7.33,7.67,10.0,10.0,10.0,7.33,82.83,0.0,0,0.0,Green,4,"April 8th, 2017",Salvadoran Coffee Council,3d4987e3b91399dbb3938b5bdf53893b6ef45be1,27b21e368fb8291cbea02c60623fe6c98f84524d,m,1250.0,1250.0,1250.0,1,バランス系,酸味系,Bourbon系,ウォッシュド
563,Arabica,samuel muhirwa,Rwanda,gicumbi,102,coffee business center (cbc) dry mill,,bufcoffee ltd,1900,アフリカ,Bufcoffee_Gicumbi,150,60 kg,Specialty Coffee Association,2015,"March 25th, 2016",Samuel Muhirwa,Bourbon,Washed / Wet,7.83,7.92,7.75,7.83,7.75,7.75,9.33,9.33,9.33,8.0,82.83,0.11,0,0.0,Bluish-Green,0,"March 25th, 2017",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1900.0,1900.0,1900.0,1,バランス系,酸味系,Bourbon系,ウォッシュド
564,Arabica,"sunvirtue co., ltd.",Vietnam,apollo estate,,apollo estate,,"sunvirtue co., ltd.",1040,アジア太平洋,"Yeh, Li Chuan",3,2 kg,Specialty Coffee Association,2014,"January 19th, 2016","Sunvirtue Co., Ltd.",Other,Other,7.25,7.58,7.5,7.42,7.75,7.42,10.0,10.0,10.0,7.92,82.83,0.11,11,0.0,Green,0,"January 18th, 2017",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1040.0,1040.0,1040.0,2,コク・バランス系,コク・バランス系,その他,その他
565,Arabica,juan luis alvarado romero,Guatemala,el papaturro,,beneficio ixchel,11/23/0578,"unex guatemala, s.a.",4000psn,中南米,AMILCAR LAPOLA,80,69 kg,Asociacion Nacional Del Café,2015,"July 20th, 2015",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.58,7.58,7.33,7.67,7.67,7.5,10.0,10.0,10.0,7.5,82.83,0.11,0,0.0,Green,2,"July 19th, 2016",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1219.2,1219.2,1219.2,1,バランス系,酸味系,Bourbon系,ウォッシュド
566,Arabica,cafebras,Brazil,santa fé 2,,via seca,002/1495/0695,cafebras comercio de cafés do brasil sa,900,中南米,Antonio Batista Francisquine,300,60 kg,Brazil Specialty Coffee Association,2015,"May 26th, 2015",Cafebras,Catuai,Natural / Dry,7.58,7.83,7.33,7.67,7.42,7.33,10.0,10.0,10.0,7.67,82.83,0.12,2,0.0,Green,6,"May 25th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,900.0,900.0,900.0,1,バランス系,酸味系,Bourbon系,ナチュラル
567,Arabica,essencecoffee,Colombia,,,,3015388,essence coffee,1200-2000m,中南米,Mercedes Narvaez,100,24 kg,Blossom Valley International,2014,"March 21st, 2015",EssenceCoffee,Other,Washed / Wet,7.83,7.67,7.5,7.58,7.5,7.67,10.0,10.0,10.0,7.08,82.83,0.0,0,0.0,,1,"March 20th, 2016",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1200.0,2000.0,1600.0,1,バランス系,酸味系,その他,ウォッシュド
568,Arabica,joshua marsceau,United States,"kampung keling, jumaraj, gurusinga, gongsol",,pt. olam indonesia,015/1691/065,olam specialty coffee,1200 m,アジア太平洋,PT. Olam Indonesia,300,60 kg,Specialty Coffee Association,2014,"February 20th, 2015",Joshua Marsceau,Other,Other,7.42,7.58,7.25,7.5,7.75,7.75,10.0,10.0,10.0,7.58,82.83,0.0,0,0.0,,9,"February 20th, 2016",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1200.0,1200.0,1200.0,1,バランス系,酸味系,その他,その他
569,Arabica,juan luis alvarado romero,Guatemala,finca medina,,beneficio siembras vision (154),11-11711-27,"siembras vision, s.a.",1500 msnm,中南米,"SIEMBRAS VISIÓN, S.A.",250,69 kg,Asociacion Nacional Del Café,2014,"March 24th, 2014",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.67,7.75,7.67,7.42,7.17,10.0,10.0,10.0,7.5,82.83,0.1,0,0.0,Green,4,"March 24th, 2015",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m,1500.0,1500.0,1500.0,0,酸味系,香り系,Bourbon系,ウォッシュド
570,Arabica,"coffeebythebag.com , inc",Colombia,,,trilladora picaleña,3-320-0025,"coffeebythebag.com , inc.",1800 mts,中南米,Mrs. Galeano,40,1 kg,Almacafé,2013,"January 20th, 2014","Coffeebythebag.com , INC",Typica,Natural / Dry,7.5,7.42,7.58,7.5,7.58,7.58,10.0,10.0,10.0,7.67,82.83,0.0,4,0.0,Green,4,"January 20th, 2015",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1800.0,1800.0,1800.0,2,コク・バランス系,コク・バランス系,Typica系,ナチュラル
571,Arabica,racafe & cia s.c.a,Colombia,,,,3-37-1765,racafe & cia s.c.a,de 1600 a 1950 msnm,中南米,La Plata,125,70 kg,Almacafé,2013,"May 10th, 2013",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.83,7.5,7.5,7.42,7.5,7.5,10.0,10.0,10.0,7.58,82.83,0.11,0,0.0,Green,3,"May 10th, 2014",Almacafé,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m,1600.0,1950.0,1775.0,0,酸味系,香り系,Bourbon系,ウォッシュド
572,Arabica,edwin agasso,"Tanzania, United Republic Of",burka coffee estate,,rafiki (coffee) limited,033/DE/006/007,tcb,1400 meter above sea level,アフリカ,BURKA COFFEE ESTATE,300,2 kg,Tanzanian Coffee Board,2012,"April 19th, 2013",Edwin Agasso,Arusha,Washed / Wet,7.67,7.5,7.33,7.25,7.58,7.75,10.0,10.0,10.0,7.75,82.83,0.11,0,0.0,Green,5,"April 19th, 2014",Tanzanian Coffee Board,047484d5700c44f033915e632e0c6013d985cd79,127e651fc8b7c35802268599656f2c76bf041b15,m,1400.0,1400.0,1400.0,3,香り系,丸み系,その他,ウォッシュド
573,Arabica,armando luis pohlenz martinez,Mexico,,,finca custepec,2676,beneficio custepec s.a. de c.v.,1550,中南米,ARMANDO LUIS POHLENZ MARTINEZ,250,1 kg,AMECAFE,2012,"August 30th, 2012",ARMANDO LUIS POHLENZ MARTINEZ,Caturra,Washed / Wet,7.58,7.67,7.5,7.58,7.5,7.5,10.0,10.0,10.0,7.5,82.83,0.12,2,0.0,Green,10,"August 30th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1550.0,1550.0,1550.0,1,バランス系,酸味系,Bourbon系,ウォッシュド
574,Arabica,alfredo bojalil,Mexico,santa rosa,,,1104373099,ecomtrading,1250,中南米,OLIVIA HERNANDEZ VIRUES,250,1 kg,AMECAFE,2012,"July 11th, 2012",ALFREDO BOJALIL,Bourbon,Washed / Wet,7.67,7.58,7.42,7.75,7.42,7.42,10.0,10.0,10.0,7.58,82.83,0.12,0,0.0,Blue-Green,7,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1250.0,1250.0,1250.0,1,バランス系,酸味系,Bourbon系,ウォッシュド
575,Arabica,juan luis alvarado romero,Guatemala,agropecuaria quiagral,,beneficio ixchel,11/23/0934,"unex guatemala, s.a.",4300,中南米,AGROPECUARIA QUIAGRAL,250,1 kg,Asociacion Nacional Del Café,2012,"July 9th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.67,7.33,7.5,7.33,7.92,10.0,10.0,10.0,7.42,82.83,0.11,0,0.0,Green,10,"July 9th, 2013",Asociacion Nacional Del Café,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft,1310.64,1310.64,1310.64,3,香り系,丸み系,Bourbon系,ウォッシュド
576,Arabica,alfredo bojalil,Mexico,finca nueva linda,,agroindustrias unidas de mexico,2222,ecomtrading,1380,中南米,OCTAVIO MOGUEL FARRERA,250,1 kg,AMECAFE,2012,"June 6th, 2012",ALFREDO BOJALIL,Typica,Washed / Wet,7.58,7.58,7.5,7.42,7.67,7.58,10.0,10.0,10.0,7.5,82.83,0.11,0,0.0,,2,"June 6th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1380.0,1380.0,1380.0,2,コク・バランス系,コク・バランス系,Typica系,ウォッシュド
